"","type","RT"
"2082","word",444.524746958024
"2083","word",483.605697949177
"2084","word",440.363377128027
"2085","non-word",422.152515366381
"2086","non-word",410.661319067776
"2087","non-word",451.228607576139
"2088","non-word",440.120786927313
"2089","word",513.132497562082
"2090","word",438.184075037452
"2091","non-word",383.57458054893
"2092","non-word",423.660724836316
"2093","non-word",433.16740994269
"2094","non-word",471.265533820366
"2095","word",514.414400086674
"2096","word",495.69570236196
"2097","non-word",451.666774028088
"2098","non-word",401.943276524964
"2099","word",438.911686251094
"2100","word",484.410519943714
"2101","word",476.452767435653
"2102","non-word",360.543834604493
"2103","word",445.285539781503
"2104","non-word",409.4032165107
"2105","word",511.239025002508
"2106","word",467.284895319926
"2107","word",414.397034968324
"2108","word",477.255878537537
"2109","non-word",439.746512583291
"2110","non-word",420.706048196392
"2111","word",469.813434085371
"2112","word",446.172151050131
"2113","non-word",407.896818606082
"2114","non-word",449.483872266668
"2115","non-word",396.911366972206
"2116","word",448.772365429862
"2117","non-word",438.489043153986
"2118","word",474.949661123656
"2119","word",483.788568063663
"2120","word",475.43729520389
"2121","word",386.256594971882
"2122","word",464.952999867064
"2123","non-word",381.271319409131
"2124","non-word",415.985932482425
"2125","word",465.330320467705
"2126","non-word",408.149355045779
"2127","word",487.081094032435
"2128","non-word",421.854140128787
"2129","non-word",432.340048589769
"2130","non-word",467.001613911336
"2131","non-word",399.204686139584
"2132","word",504.600207059347
"2133","non-word",401.418965831819
"2134","word",470.314049834178
"2135","word",501.328937143956
"2136","non-word",444.379075950689
"2137","non-word",411.595854215817
"2138","non-word",439.288566437202
"2139","non-word",372.903071223943
"2140","non-word",385.344129826091
"2141","word",484.163694711047
"2142","word",413.329418743638
"2143","word",430.827807413369
"2144","word",442.977980431389
"2145","non-word",414.919025507437
"2146","non-word",481.261410464677
"2147","word",427.417899033828
"2148","non-word",420.217430392771
"2149","non-word",423.946609524585
"2150","word",539.213056576637
"2151","non-word",433.644540858354
"2152","word",520.320518544105
"2153","non-word",413.750880849118
"2154","word",480.884142837584
"2155","word",407.04360601515
"2156","non-word",438.814671736723
"2157","word",457.853196819306
"2158","word",483.525361700992
"2159","non-word",445.881573771258
"2160","non-word",443.319574513112
"2161","word",441.08294162693
"2162","non-word",441.854847956225
"2163","word",461.607198158891
"2164","word",456.031900126093
"2165","word",456.833996379563
"2166","non-word",439.105745344362
"2167","word",491.854572563152
"2168","word",468.332292033767
"2169","non-word",325.550401529466
"2170","non-word",427.978239709197
"2171","word",468.862182600186
"2172","non-word",391.264601778972
"2173","non-word",416.383251996189
"2174","word",487.396837536576
"2175","non-word",443.272215297021
"2176","word",451.972551262193
"2177","word",461.436080366296
"2178","non-word",409.081468407385
"2179","non-word",456.160559236748
"2180","word",522.301638079308
"2181","non-word",422.541317947421
"2182","word",495.391984998669
"2183","non-word",391.933635131468
"2184","non-word",438.39692808709
"2185","non-word",427.050563018042
"2186","non-word",449.053034273388
"2187","non-word",464.214560053825
"2188","non-word",391.828195116556
"2189","non-word",401.384238042931
"2190","word",436.29545300359
"2191","non-word",438.221633885748
"2192","non-word",456.500665575979
"2193","word",453.432657927573
"2194","non-word",363.259563549773
"2195","word",472.97093817501
"2196","non-word",415.63441501107
"2197","word",461.949134588167
"2198","word",417.635407690682
"2199","word",445.151728226403
"2200","word",473.032250166124
"2201","word",409.60342474163
"2202","word",527.826859402841
"2203","word",458.149980749316
"2204","non-word",448.564742115599
"2205","non-word",424.355448878678
"2206","non-word",408.51837110718
"2207","non-word",448.678620343352
"2208","non-word",444.130773436979
"2209","word",430.272290649128
"2210","non-word",465.763648155576
"2211","non-word",418.053399327745
"2212","word",493.927177886828
"2213","non-word",382.806739655685
"2214","non-word",407.395992405595
"2215","word",441.314634237498
"2216","word",398.691219613184
"2217","word",473.039378153964
"2218","non-word",410.293402079171
"2219","non-word",411.608784722433
"2220","non-word",422.425290174957
"2221","non-word",415.98669981435
"2222","word",468.362463718819
"2223","non-word",428.137309795052
"2224","non-word",431.072688834668
"2225","word",408.035559465497
"2226","word",452.52900187788
"2227","word",524.875611147151
"2228","word",480.349036154202
"2229","non-word",412.510161356138
"2230","non-word",403.087331124561
"2231","non-word",462.965894220068
"2232","word",497.143402114376
"2233","non-word",410.13728532514
"2234","word",418.913933493605
"2235","word",395.765492778755
"2236","non-word",405.665558226018
"2237","non-word",410.97697375354
"2238","word",428.444746897997
"2239","word",476.077406271141
"2240","word",480.354029002612
"2241","non-word",410.037134643947
"2242","non-word",485.088570065008
"2243","word",535.409779177796
"2244","word",418.139172759908
"2245","word",442.120785198713
"2246","non-word",419.74727558609
"2247","word",445.795982800667
"2248","word",482.859332848773
"2249","non-word",452.02649427137
"2250","non-word",416.332425095094
"2251","word",490.006585158218
"2252","non-word",410.8580450232
"2253","non-word",400.401685463324
"2254","word",466.156572662994
"2255","non-word",422.954159867221
"2256","word",484.104655592428
"2257","word",484.289262068435
"2258","non-word",425.457284564768
"2259","non-word",408.084192686932
"2260","word",483.733223675063
"2261","non-word",466.120570076527
"2262","word",440.130609821297
"2263","word",503.321224503225
"2264","non-word",446.581351682866
"2265","non-word",468.966394905485
"2266","non-word",400.146165902917
"2267","word",523.251451983948
"2268","word",478.505850761875
"2269","word",509.797568669899
"2270","non-word",456.768384556869
"2271","word",464.291595683087
"2272","word",487.928730961919
"2273","non-word",445.852637251218
"2274","word",492.777466269009
"2275","non-word",397.862835340106
"2276","non-word",405.217054558852
"2277","word",540.994243680311
"2278","non-word",443.947344133692
"2279","non-word",432.784903607942
"2280","word",434.442882202092
"2281","non-word",392.775592898192
"2282","word",454.289148010197
"2283","non-word",460.419573852817
"2284","word",475.596107686049
"2285","word",525.492663910759
"2286","word",462.762544066494
"2287","non-word",402.601809609362
"2288","non-word",471.870553642037
"2289","non-word",313.174681439458
"2290","non-word",418.55547055351
"2291","non-word",426.515278163976
"2292","word",505.259802459393
"2293","word",447.987698965012
"2294","non-word",411.871335512775
"2295","word",457.440363360244
"2296","word",424.883765565718
"2297","non-word",431.856986090544
"2298","non-word",406.217076309074
"2299","non-word",433.842655233076
"2300","non-word",367.983799113856
"2301","non-word",345.727008423568
"2302","non-word",389.800886008966
"2303","word",459.191055019146
"2304","non-word",367.940357143638
"2305","non-word",452.430844121853
"2306","word",466.116861567448
"2307","non-word",434.896539574639
"2308","non-word",427.871050622426
"2309","word",476.749540690207
"2310","word",479.2276545581
"2311","word",510.16579618591
"2312","word",480.599139040379
"2313","non-word",428.40876195832
"2314","non-word",401.024735190642
"2315","non-word",388.975625664447
"2316","word",506.600028722194
"2317","non-word",386.791821988406
"2318","word",466.662482240505
"2319","non-word",429.119379664613
"2320","word",489.456932617593
"2321","word",492.202462699161
"2322","non-word",403.173232010372
"2323","non-word",425.187557336119
"2324","word",424.285671058319
"2325","non-word",418.1958887629
"2326","word",477.062788640917
"2327","non-word",443.081104597523
"2328","word",458.175796033838
"2329","word",471.333163624334
"2330","word",506.172391081909
"2331","non-word",467.56995997766
"2332","non-word",433.605964598344
"2333","non-word",416.214803386738
"2334","word",425.142581937413
"2335","non-word",405.545966670009
"2336","word",507.168034871515
"2337","non-word",416.264970867074
"2338","word",527.497235588375
"2339","word",426.489970232629
"2340","non-word",445.605182873231
"2341","non-word",419.923966112577
"2342","non-word",458.326126266811
"2343","word",425.195478698595
"2344","non-word",435.926210078348
"2345","word",499.352201397289
"2346","word",451.450621162454
"2347","word",434.455805088993
"2348","word",410.501855280944
"2349","word",505.780160158897
"2350","non-word",362.775687920245
"2351","non-word",432.731497032978
"2352","word",461.700947530366
"2353","word",485.914766399493
"2354","word",453.707342510683
"2355","non-word",426.899657765602
"2356","non-word",428.083088262646
"2357","word",460.547719981501
"2358","non-word",436.588517283357
"2359","non-word",372.114043309015
"2360","non-word",357.517075515402
"2361","word",475.6240646846
"2362","word",431.794196855815
"2363","non-word",396.894498734813
"2364","word",376.889569396347
"2365","non-word",438.18566337439
"2366","non-word",462.761576165469
"2367","non-word",396.985154456708
"2368","non-word",409.554551993338
"2369","word",547.781978386102
"2370","word",472.24828672317
"2371","non-word",403.225919954302
"2372","non-word",429.593227335616
"2373","non-word",422.160470299457
"2374","word",472.865236302585
"2375","word",428.867230472507
"2376","word",490.212676404449
"2377","non-word",430.936653655433
"2378","non-word",395.862607729432
"2379","word",527.641783670675
"2380","non-word",423.945134903986
"2381","non-word",481.735882917342
"2382","non-word",448.556170284748
"2383","word",451.606043779217
"2384","word",447.448930293404
"2385","non-word",401.60877948075
"2386","word",434.201286809449
"2387","non-word",392.399416519008
"2388","word",544.592304382365
"2389","non-word",380.739604457483
"2390","word",497.59811203679
"2391","word",499.351610170749
"2392","non-word",430.95461487821
"2393","word",464.891591999454
"2394","word",531.705688940326
"2395","word",437.430308272258
"2396","non-word",471.259933415593
"2397","word",425.039683550279
"2398","non-word",430.455271683608
"2399","non-word",431.584832939463
"2400","word",483.738823471257
"2401","non-word",407.520902652494
"2402","word",509.18355706045
"2403","non-word",386.24730025314
"2404","word",463.132900481133
"2405","word",471.501410720428
"2406","word",495.912934937225
"2407","non-word",412.370016726258
"2408","word",438.440048524998
"2409","word",493.177069170594
"2410","word",469.80327763792
"2411","word",475.588945082048
"2412","word",465.361730941196
"2413","word",398.235765731002
"2414","non-word",391.47929897214
"2415","word",435.297055697221
"2416","word",432.884806400925
"2417","non-word",427.834241548693
"2418","word",509.717088333303
"2419","word",464.845457264214
"2420","non-word",402.633575285267
"2421","non-word",460.524465386331
"2422","word",489.210795751849
"2423","word",495.809201064282
"2424","non-word",426.784042667742
"2425","non-word",411.911959947224
"2426","non-word",378.415838768307
"2427","non-word",484.537938187944
"2428","word",440.248769642471
"2429","word",444.534013099523
"2430","non-word",433.420672597929
"2431","non-word",416.871150749283
"2432","word",445.421057855035
"2433","non-word",414.637543583259
"2434","word",470.486670525361
"2435","word",491.39001046673
"2436","word",489.628593503684
"2437","non-word",488.914229274552
"2438","word",482.470778487217
"2439","non-word",385.823003574276
"2440","non-word",425.682764020623
"2441","non-word",478.863784586469
"2442","non-word",446.89544015511
"2443","word",492.986831689002
"2444","non-word",416.670062432251
"2445","word",445.219598966005
"2446","non-word",429.595649049759
"2447","non-word",424.654392485169
"2448","non-word",443.602014665563
"2449","non-word",419.66185150642
"2450","non-word",452.739374216581
"2451","non-word",409.391609268035
"2452","word",454.55604489782
"2453","word",467.853263245561
"2454","word",483.595810941665
"2455","non-word",420.997646041274
"2456","word",431.33353992689
"2457","non-word",410.204227717104
"2458","non-word",401.141165106693
"2459","word",440.982303943528
"2460","non-word",433.530045159079
"2461","non-word",436.224454109245
"2462","word",462.489567083192
"2463","non-word",402.272979828231
"2464","word",465.066427905849
"2465","non-word",397.560458409441
"2466","non-word",442.215523554253
"2467","word",435.612217077595
"2468","word",426.22772272619
"2469","non-word",351.504823316791
"2470","non-word",436.403209798337
"2471","word",503.862574666906
"2472","word",519.567177014023
"2473","non-word",414.114193428931
"2474","word",425.829304730841
"2475","non-word",430.020892544569
"2476","word",474.153815406743
"2477","non-word",442.466085998647
"2478","word",463.348864848022
"2479","non-word",406.073792495402
"2480","word",476.495341200521
"2481","non-word",422.822426365348
"2482","word",519.970455065433
"2483","word",485.386756616623
"2484","word",473.866278499701
"2485","non-word",465.137173396569
"2486","word",486.515886578096
"2487","word",465.44380818492
"2488","word",450.886291827577
"2489","word",463.669645573872
"2490","word",451.560497335552
"2491","word",472.781060903737
"2492","word",464.141585114292
"2493","word",435.415780284678
"2494","non-word",445.765175119025
"2495","word",467.462430288471
"2496","word",422.230373682268
"2497","non-word",431.829035415905
"2498","non-word",434.333572803416
"2499","word",478.399614946148
"2500","non-word",410.657453825561
"2501","non-word",389.389316763435
"2502","word",488.842113748935
"2503","word",455.349963765329
"2504","non-word",428.546647262583
"2505","non-word",452.388799228288
"2506","non-word",403.17357414399
"2507","non-word",398.080180690556
"2508","non-word",445.89562898332
"2509","non-word",416.021380590735
"2510","non-word",424.256306754031
"2511","word",456.35481756641
"2512","non-word",437.469756169082
"2513","non-word",462.359790190183
"2514","non-word",420.742374594517
"2515","non-word",452.801843966934
"2516","word",454.683113476768
"2517","non-word",419.022696859092
"2518","non-word",462.838425737817
"2519","word",480.055481130529
"2520","word",413.5319755643
"2521","non-word",434.067978454239
"2522","non-word",415.451951597356
"2523","non-word",387.451002895767
"2524","non-word",436.378540005573
"2525","word",505.838430379584
"2526","word",490.013986361565
"2527","non-word",433.511861484526
"2528","non-word",432.652773152348
"2529","non-word",412.448048271118
"2530","word",467.025279436399
"2531","non-word",461.937447767422
"2532","word",500.669884712763
"2533","non-word",388.266365859978
"2534","word",471.1294027698
"2535","non-word",443.012524365708
"2536","non-word",413.251176289015
"2537","word",472.65902412845
"2538","word",506.438394798765
"2539","word",391.11128535473
"2540","word",503.016254417236
"2541","non-word",422.48850404302
"2542","word",471.635551009939
"2543","word",470.596471911794
"2544","non-word",415.131223305285
"2545","non-word",420.77336928794
"2546","non-word",453.208379695754
"2547","word",456.779019581445
"2548","non-word",482.891088531979
"2549","non-word",427.440138964371
"2550","non-word",422.361535380567
"2551","non-word",400.282627241457
"2552","non-word",411.832110378189
"2553","word",442.068267589038
"2554","word",495.008060914674
"2555","word",460.755231804686
"2556","non-word",436.312751789921
"2557","non-word",447.650291760997
"2558","word",462.841007683159
"2559","word",492.041191488278
"2560","non-word",354.051733020862
"2561","non-word",420.387532368323
"2562","word",494.011706866898
"2563","non-word",407.094121936076
"2564","non-word",439.872567538368
"2565","word",438.621612042093
"2566","word",504.855621393029
"2567","word",504.028630784567
"2568","word",497.721695752347
"2569","non-word",425.880858142179
"2570","word",489.403710691517
"2571","word",437.186489474371
"2572","word",459.483197981283
"2573","word",431.774646499732
"2574","word",456.45544978169
"2575","non-word",426.872048607894
"2576","non-word",438.87107059781
"2577","word",462.734685688261
"2578","non-word",394.537096346265
"2579","non-word",442.950438931683
"2580","word",488.403909480304
"2581","non-word",410.670227532748
"2582","non-word",451.22930501809
"2583","word",411.643627238667
"2584","non-word",430.977508429883
"2585","word",456.261191168235
"2586","non-word",434.759716163527
"2587","word",431.471673621985
"2588","non-word",420.56203555748
"2589","non-word",417.159276351773
"2590","non-word",442.280846383233
"2591","word",477.859896213362
"2592","non-word",401.904132074865
"2593","word",484.333595379257
"2594","word",478.664422481664
"2595","non-word",429.595097227785
"2596","non-word",462.402921746025
"2597","word",478.866957781555
"2598","non-word",405.065351523571
"2599","word",471.68884559491
"2600","word",417.517931519498
"2601","non-word",488.176700723093
"2602","non-word",407.72099108332
"2603","non-word",445.04028583064
"2604","word",419.489678063677
"2605","word",470.006593975538
"2606","word",474.668414545319
"2607","word",434.025563561013
"2608","word",468.104885491746
"2609","non-word",456.720953577942
"2610","non-word",452.16175368421
"2611","non-word",416.70139962042
"2612","word",441.6051645856
"2613","word",467.966205666384
"2614","word",458.287875949293
"2615","non-word",410.699871589675
"2616","word",460.909225520538
"2617","word",495.032357393607
"2618","word",476.355419845668
"2619","non-word",459.849586666058
"2620","non-word",441.474383394033
"2621","non-word",378.517318192111
"2622","non-word",458.10562758712
"2623","non-word",435.939442051876
"2624","non-word",440.777213798742
"2625","non-word",393.314237401794
"2626","word",486.764695415964
"2627","word",466.482282558271
"2628","word",464.384654922742
"2629","word",499.575786448319
"2630","non-word",380.205871752754
"2631","word",445.527622390033
"2632","word",437.218675497769
"2633","non-word",493.094051533333
"2634","word",465.012469878196
"2635","non-word",411.010003645723
"2636","non-word",410.93342435752
"2637","word",469.090354404247
"2638","non-word",454.363872589222
"2639","word",443.005949774875
"2640","non-word",447.269951469693
"2641","non-word",389.593447966854
"2642","non-word",451.856164280885
"2643","non-word",422.266246448059
"2644","word",480.326507181369
"2645","word",491.187913722323
"2646","word",463.139724888881
"2647","word",438.442573089852
"2648","word",479.715725160305
"2649","word",422.098885680209
"2650","word",525.559143475671
"2651","word",482.809520634007
"2652","word",433.927368913714
"2653","word",479.713247685538
"2654","word",457.041104790179
"2655","word",458.576101683501
"2656","word",477.181064087876
"2657","word",418.98776694056
"2658","word",480.828276276269
"2659","word",477.089649183539
"2660","non-word",441.845753305197
"2661","word",499.064062518373
"2662","non-word",428.431298040075
"2663","word",422.670587555762
"2664","word",472.917803190382
"2665","non-word",439.977151414504
"2666","non-word",436.239901402686
"2667","non-word",428.428245737446
"2668","non-word",403.221035243949
"2669","word",431.2666617701
"2670","word",461.035232323734
"2671","word",472.546442702741
"2672","word",483.284744253674
"2673","word",462.212951472435
"2674","non-word",375.092048865021
"2675","non-word",424.526156405792
"2676","word",505.096128795639
"2677","non-word",410.406028263504
"2678","word",483.2493054931
"2679","non-word",388.942846395621
"2680","non-word",421.782464871753
"2681","non-word",423.274515769621
"2682","non-word",399.799460644488
"2683","non-word",447.667858786513
"2684","non-word",421.150939008628
"2685","word",486.881664650428
"2686","non-word",426.710602115679
"2687","non-word",445.434853217338
"2688","non-word",405.086846432287
"2689","non-word",367.577330746998
"2690","non-word",436.849267210443
"2691","word",506.692804238526
"2692","non-word",440.845124880447
"2693","non-word",469.009630507648
"2694","word",457.168788593847
"2695","non-word",432.295367874749
"2696","non-word",408.816834045877
"2697","non-word",440.809802238375
"2698","word",469.440963524394
"2699","word",496.285969574261
"2700","word",440.065797841924
"2701","word",492.722831525675
"2702","non-word",416.900178935855
"2703","word",507.613742982488
"2704","word",475.398300355408
"2705","non-word",410.323834185789
"2706","word",441.117325139444
"2707","non-word",395.559151622226
"2708","non-word",404.194479874133
"2709","word",453.562260746106
"2710","word",497.058331505024
"2711","word",492.141367296192
"2712","non-word",364.681027803962
"2713","non-word",436.889245466993
"2714","non-word",412.592349224788
"2715","word",520.83530867538
"2716","word",493.599220130553
"2717","non-word",406.490544804542
"2718","word",456.724197664661
"2719","word",488.259148881049
"2720","non-word",455.192908262195
"2721","word",464.311619139732
"2722","non-word",387.361858407019
"2723","non-word",439.517117047855
"2724","non-word",463.747760501097
"2725","word",457.942637460893
"2726","word",486.625599826557
"2727","non-word",406.067998710452
"2728","non-word",394.678390184898
"2729","non-word",415.670321861473
"2730","non-word",399.112312950652
"2731","word",386.135065815226
"2732","non-word",383.683975061719
"2733","non-word",394.315793270889
"2734","word",508.017276063803
"2735","word",461.889482775422
"2736","word",477.608466708003
"2737","non-word",440.814335805098
"2738","non-word",406.324819316942
"2739","non-word",367.453035723502
"2740","word",471.952706896433
"2741","word",415.45059042092
"2742","non-word",415.286513660931
"2743","non-word",415.856194518954
"2744","word",461.816834594151
"2745","word",497.000342110288
"2746","non-word",431.43296115159
"2747","non-word",428.795895262897
"2748","word",447.217978944023
"2749","non-word",456.475645440324
"2750","non-word",385.70392315267
"2751","word",476.352072530196
"2752","word",462.031548938207
"2753","word",494.687563847432
"2754","word",450.941835369576
"2755","word",467.416141276485
"2756","non-word",400.859318418305
"2757","word",463.779288069393
"2758","non-word",435.428099073536
"2759","non-word",421.540811886243
"2760","word",496.925466929092
"2761","non-word",450.070940531567
"2762","word",485.847331007471
"2763","non-word",411.794380503623
"2764","word",511.811279385806
"2765","word",442.211134086987
"2766","non-word",412.195995688308
"2767","non-word",368.772430752211
"2768","non-word",425.224692360636
"2769","word",488.146908521673
"2770","word",468.120542897853
"2771","word",457.3904421564
"2772","non-word",393.097328690522
"2773","non-word",392.975357830352
"2774","word",455.088395741918
"2775","word",463.583763465646
"2776","word",491.486607625069
"2777","word",472.256899119564
"2778","word",478.701305352932
"2779","non-word",378.792489268092
"2780","non-word",379.549319143665
"2781","non-word",396.508266263952
"2782","non-word",417.14338639744
"2783","word",430.705520524122
"2784","non-word",458.689997244084
"2785","non-word",416.044895425235
"2786","non-word",435.606941163795
"2787","non-word",451.180211693851
"2788","non-word",459.528110095281
"2789","non-word",408.795943773049
"2790","word",481.959255986073
"2791","word",433.926164477606
"2792","word",472.057261123972
"2793","word",452.518237330478
"2794","non-word",431.369014376373
"2795","non-word",426.123287155123
"2796","word",485.958533434502
"2797","word",490.500420522963
"2798","non-word",486.739791543446
"2799","word",476.022503245792
"2800","word",473.750498988303
"2801","word",495.942102591509
"2802","word",466.184018362594
"2803","non-word",442.935388978637
"2804","non-word",439.040024897472
"2805","non-word",399.541853541027
"2806","non-word",424.169450314337
"2807","word",452.365941303291
"2808","word",504.383953529426
"2809","word",418.73835128359
"2810","word",499.109392862429
"2811","word",483.616509873296
"2812","word",433.06174381431
"2813","non-word",471.770649576236
"2814","non-word",444.31056688397
"2815","non-word",407.76361287472
"2816","non-word",428.154189148307
"2817","word",536.01780977052
"2818","word",477.527007417165
"2819","non-word",472.607720767127
"2820","non-word",439.315197390559
"2821","non-word",463.984753012914
"2822","word",481.556540670811
"2823","non-word",437.669376133643
"2824","non-word",429.142973128729
"2825","word",508.516631649999
"2826","non-word",391.95238091453
"2827","word",430.246874897932
"2828","non-word",453.488983842329
"2829","word",510.453348471902
"2830","non-word",346.693767981551
"2831","word",412.512584978819
"2832","non-word",407.47213755003
"2833","non-word",458.746204816278
"2834","word",464.297712686622
"2835","non-word",437.786859689689
"2836","word",457.439240403185
"2837","word",467.231145466206
"2838","word",423.390313457999
"2839","non-word",416.499763543786
"2840","non-word",422.864356113142
"2841","word",411.933988629485
"2842","word",428.677810122408
"2843","non-word",422.557953477757
"2844","word",511.730381063448
"2845","word",445.555867530194
"2846","word",470.311165365076
"2847","word",491.753201745042
"2848","non-word",404.435547765934
"2849","non-word",418.047615607256
"2850","word",479.723079313361
"2851","word",483.997197855734
"2852","non-word",419.318510270812
"2853","word",468.580695020756
"2854","word",491.106116073805
"2855","non-word",431.553534276566
"2856","non-word",384.470848265169
"2857","non-word",408.678915586564
"2858","word",469.094280947052
"2859","non-word",418.269716895849
"2860","word",473.83784043427
"2861","word",435.33588598475
"2862","word",495.251981722166
"2863","word",517.402484234474
"2864","word",448.983784620921
"2865","non-word",398.082781219855
"2866","word",542.252024857495
"2867","word",432.906772763637
"2868","non-word",371.595748071994
"2869","word",438.034881335487
"2870","word",466.927037359995
"2871","word",407.554553785889
"2872","non-word",424.450976293658
"2873","non-word",362.770342228325
"2874","non-word",371.794260358604
"2875","word",435.759796167563
"2876","non-word",427.007603493305
"2877","non-word",452.939604299053
"2878","non-word",434.066363813895
"2879","non-word",427.393189297085
"2880","word",438.667368035513
"2881","word",509.155620691357
"2882","word",495.332752474193
"2883","word",431.597431145374
"2884","word",541.077239027336
"2885","word",481.485767527106
"2886","non-word",400.04795752312
"2887","word",421.115767374972
"2888","non-word",411.11825582704
"2889","non-word",441.556347930521
"2890","non-word",394.892907280979
"2891","non-word",435.533142420163
"2892","non-word",449.708645146933
"2893","non-word",441.182715771004
"2894","word",496.510019491646
"2895","word",527.898433160574
"2896","non-word",417.646519108874
"2897","word",468.665707628774
"2898","non-word",409.299066159682
"2899","word",459.682549829178
"2900","non-word",376.81954717206
"2901","word",455.262300277986
"2902","non-word",423.205768718946
"2903","word",459.302443389427
"2904","word",463.05740729253
"2905","non-word",434.229475508455
"2906","word",459.257889425514
"2907","word",483.931077207426
"2908","word",461.6098088654
"2909","word",501.856312195672
"2910","word",475.182483225911
"2911","non-word",448.398310286541
"2912","non-word",438.715634014376
"2913","word",413.658763045757
"2914","word",455.919384032018
"2915","non-word",436.718326837677
"2916","non-word",440.993209957395
"2917","non-word",424.871880752894
"2918","non-word",420.307303181653
"2919","word",460.425634324588
"2920","non-word",411.159842528651
"2921","word",466.265106017207
"2922","word",408.611885752884
"2923","non-word",464.224956612578
"2924","word",496.112660747786
"2925","non-word",373.177498493015
"2926","word",503.859983473206
"2927","word",470.905570265026
"2928","word",491.948552407731
"2929","non-word",468.990760816646
"2930","word",428.226799290189
"2931","word",448.099861922949
"2932","word",464.973463390153
"2933","non-word",455.025100755101
"2934","word",428.522996708306
"2935","non-word",416.670411051247
"2936","word",466.666733945591
"2937","word",492.761062982488
"2938","non-word",444.303745830525
"2939","word",475.719038339377
"2940","non-word",377.891675781254
"2941","word",428.689617636408
"2942","word",453.161765261712
"2943","non-word",436.431640420051
"2944","word",455.88040697961
"2945","non-word",431.350650116782
"2946","word",488.977395904005
"2947","non-word",414.263759202722
"2948","non-word",448.414233011289
"2949","word",459.141192628457
"2950","non-word",427.114892387209
"2951","non-word",393.445884844036
"2952","word",466.079477962575
"2953","non-word",460.850730447335
"2954","non-word",444.911283956651
"2955","word",525.033031856209
"2956","non-word",472.818458916118
"2957","word",487.074279988036
"2958","non-word",482.388888034676
"2959","word",453.524238078486
"2960","non-word",458.236119435948
"2961","non-word",414.547480073886
"2962","non-word",429.455778634966
"2963","word",470.328503605752
"2964","word",440.010956521928
"2965","non-word",438.267659245311
"2966","word",472.321154796314
"2967","non-word",377.422135725286
"2968","non-word",480.998099857005
"2969","non-word",365.990911266659
"2970","non-word",415.634449682842
"2971","non-word",412.804632105355
"2972","word",447.931395114368
"2973","non-word",424.819944304396
"2974","word",449.564653955683
"2975","non-word",404.453335087277
"2976","word",498.987777890368
"2977","non-word",440.333824562545
"2978","word",505.580374137198
"2979","word",407.418551063681
"2980","word",476.609638500422
"2981","non-word",418.669473458269
"2982","non-word",387.199266732672
"2983","word",473.225169267353
"2984","word",417.095821493414
"2985","non-word",385.245420212177
"2986","word",478.007179655021
"2987","non-word",435.906111364277
"2988","word",482.165647764885
"2989","non-word",410.142610846931
"2990","non-word",404.815157373834
"2991","word",494.231776313532
"2992","non-word",397.397348694651
"2993","word",452.302822620596
"2994","word",383.884647490542
"2995","word",456.569164791727
"2996","word",449.102587207749
"2997","non-word",443.02006904721
"2998","non-word",457.223476342101
"2999","non-word",365.166952047152
"3000","word",465.978444445231
"3001","word",474.591753799357
"3002","non-word",462.457932117669
"3003","non-word",438.076773845176
"3004","non-word",363.6737774792
"3005","word",480.276341473318
"3006","non-word",397.900823070915
"3007","word",436.884061690828
"3008","non-word",434.775144544944
"3009","non-word",392.868177593916
"3010","word",474.50321767307
"3011","non-word",416.782480765801
"3012","non-word",395.529304569937
"3013","word",500.932094641353
"3014","non-word",440.644622874822
"3015","non-word",458.79542970891
"3016","non-word",426.324823369572
"3017","word",454.980830016601
"3018","word",483.202409132348
"3019","word",505.257888183695
"3020","word",462.997485186284
"3021","non-word",451.435568909625
"3022","non-word",416.810087804209
"3023","word",498.132486502267
"3024","word",439.193963019736
"3025","non-word",403.768203397564
"3026","non-word",463.017316481563
"3027","non-word",429.06947399767
"3028","word",428.557224392244
"3029","word",514.296563519614
"3030","word",473.088680738305
"3031","non-word",439.159507113401
"3032","word",483.966227599698
"3033","non-word",430.118588498875
"3034","non-word",381.395303706153
"3035","word",461.670348240731
"3036","word",501.589109345652
"3037","non-word",454.168387250823
"3038","word",462.657071613165
"3039","word",491.535560702318
"3040","word",448.520812481017
"3041","non-word",460.318199688462
"3042","word",471.913213677937
"3043","word",474.975937508169
"3044","non-word",410.501843320566
"3045","word",419.307509337704
"3046","word",452.575364430306
"3047","non-word",421.032313336152
"3048","non-word",375.676093850443
"3049","non-word",448.127699283224
"3050","non-word",423.658813301087
"3051","non-word",469.700416336272
"3052","non-word",448.154327040044
"3053","non-word",426.003149090101
"3054","word",488.95070438179
"3055","non-word",438.990903581814
"3056","non-word",404.496293933144
"3057","non-word",417.350331060569
"3058","non-word",411.462674746586
"3059","non-word",448.623405740676
"3060","word",479.542828211753
"3061","word",453.959974667535
"3062","non-word",437.895625444551
"3063","non-word",421.314396221373
"3064","non-word",427.218784604245
"3065","non-word",438.300286255738
"3066","word",478.713990703665
"3067","non-word",455.354669980199
"3068","non-word",394.746504163265
"3069","non-word",428.376349307241
"3070","word",415.832081475765
"3071","non-word",367.92026853935
"3072","word",488.893617801852
"3073","non-word",462.719308653067
"3074","non-word",434.799677628105
"3075","word",483.396906196496
"3076","non-word",449.209767922703
"3077","non-word",444.866579525765
"3078","word",475.330079788604
"3079","word",483.846536381725
